brand,model,year,kilometers_driven,owner_type,fuel_type,price_lakhs
Maruti,Swift,2021.0,21547,2,PETROL,8.02
Maruti,Swift,2015.0,69232,1,PETROL,5.12
Maruti,Celerio X,2018.0,38415,1,PETROL,5.41
Maruti,Swift,2019.0,25854,1,PETROL,6.0
Maruti,Swift,2020.0,8638,1,PETROL,6.28
Hyundai,i10,2013.0,57656,1,PETROL,2.87
Maruti,Alto,2019.0,24888,1,PETROL,3.94
Maruti,Wagon R 1.0,2014.0,21917,2,PETROL,3.72
Maruti,A Star,2012.0,47221,2,PETROL,2.79
Tata,TIGOR,2018.0,40031,1,PETROL,5.27
Hyundai,Elite i20,2016.0,44230,2,PETROL,4.37
Maruti,Dzire,2019.0,40400,1,PETROL,6.03
Maruti,Celerio,2015.0,74424,3,PETROL,4.19
Hyundai,Santro Xing,2010.0,84084,1,PETROL,2.44
KIA,SONET,2021.0,11425,1,PETROL,9.91
Maruti,Swift,2017.0,80776,1,DIESEL,6.168
Honda,Brio,2012.0,97335,2,PETROL,2.97
Hyundai,Verna,2017.0,37717,1,PETROL,5.19
Hyundai,Grand i10,2017.0,35707,1,PETROL,5.19
Hyundai,Elite i20,2018.0,91609,1,PETROL,5.59
Hyundai,i10,2012.0,88128,3,CNG,2.29
Maruti,Swift,2018.0,47004,1,PETROL,5.86
Maruti,New Wagon-R,2021.0,30766,1,CNG,5.88
Maruti,Swift Dzire,2013.0,17387,2,PETROL,4.97
Hyundai,Eon,2018.0,26858,1,PETROL,3.38
Maruti,Alto K10,2016.0,55446,1,PETROL,3.26
Honda,Amaze,2014.0,52597,2,PETROL,4.17
Maruti,Ciaz,2015.0,70473,1,DIESEL,5.21
Maruti,Baleno,2017.0,41947,1,PETROL,5.49
Maruti,Wagon R 1.0,2018.0,54472,1,CNG,4.65
Tata,Tiago,2020.0,29600,1,PETROL,4.77
Maruti,Dzire,2017.0,86017,1,PETROL,6.34
Maruti,Celerio,2015.0,68755,3,CNG,3.69
Maruti,Swift Dzire,2013.0,44495,1,PETROL,3.1
Honda,Amaze,2016.0,46411,1,PETROL,4.56
Maruti,Swift Dzire,2013.0,55432,1,PETROL,2.18
Tata,Tiago,2018.0,46139,2,PETROL,5.1
Mahindra,Thar,2021.0,10290,2,PETROL,17.11
Maruti,Swift,2018.0,90804,1,PETROL,6.28
Datsun,Redi Go,2021.0,3635,1,PETROL,4.11
Honda,Brio,2016.0,27699,1,PETROL,4.67
Hyundai,Eon,2013.0,89559,1,PETROL,2.33
Hyundai,NEW SANTRO,2021.0,24565,1,CNG,5.14
Maruti,Ciaz,2017.0,64130,2,PETROL,7.9
Honda,WR-V,2018.0,44004,2,DIESEL,7.39
Hyundai,Elite i20,2018.0,39478,1,PETROL,7.4
Maruti,Swift,2017.0,84289,2,PETROL,5.38
Maruti,Baleno,2021.0,37288,1,PETROL,7.1
Volkswagen,Polo,2016.0,66057,2,PETROL,5.69
Honda,Jazz,2017.0,66075,1,DIESEL,3.89
Honda,Brio,2014.0,66051,1,PETROL,3.07
Maruti,Vitara Brezza,2018.0,43109,1,DIESEL,6.82
Toyota,Glanza,2019.0,20361,1,PETROL,7.09
Hyundai,Grand i10,2019.0,20552,1,PETROL,5.31
Hyundai,Grand i10,2016.0,32594,1,PETROL,4.61
Maruti,Swift,2018.0,50479,2,PETROL,5.33
Maruti,Wagon R 1.0,2015.0,21598,1,PETROL,3.58
Maruti,Celerio,2016.0,61337,1,PETROL,4.31
Maruti,Baleno,2019.0,47935,1,PETROL,5.53
Maruti,Vitara Brezza,2016.0,99232,1,DIESEL,8.3
Hyundai,Grand i10,2017.0,44390,1,PETROL,5.53
Hyundai,Elite i20,2017.0,63899,1,PETROL,5.74
Maruti,Celerio,2022.0,8143,1,PETROL,6.24
Maruti,Wagon R 1.0,2016.0,46335,2,PETROL,3.71
Maruti,Baleno,2017.0,28584,1,PETROL,5.81
Mahindra,XUV500,2017.0,79282,2,DIESEL,10.07
Honda,WR-V,2017.0,81348,1,DIESEL,7.04
Maruti,Alto,2011.0,14359,2,PETROL,1.88
Maruti,Dzire,2018.0,55864,1,PETROL,5.94
Maruti,Zen Estilo,2012.0,15432,1,PETROL,1.95
Renault,Kwid,2021.0,17102,1,PETROL,4.3
Hyundai,NEW SANTRO,2019.0,48344,1,CNG,5.67
Maruti,Swift,2011.0,74040,2,PETROL,1.91
Hyundai,i10,2010.0,83410,3,PETROL,2.87
Hyundai,NEW I20 N LINE,2021.0,23899,1,PETROL,11.64
Maruti,Ciaz,2017.0,36611,1,PETROL,7.56
Maruti,Alto K10,2016.0,29034,2,CNG,3.35
Renault,Kwid,2017.0,47400,2,PETROL,3.78
Honda,City,2018.0,55536,1,PETROL,2.1
Hyundai,Grand i10,2015.0,70864,1,PETROL,5.47
Toyota,Corolla Altis,2014.0,65829,1,PETROL,8.07
Maruti,Swift,2016.0,10887,1,PETROL,6.75
Tata,Tiago,2018.0,41852,2,PETROL,4.04
Hyundai,Eon,2016.0,74129,1,PETROL,3.13
Honda,City,2013.0,96271,1,PETROL,3.95
Tata,Tiago,2020.0,27518,1,PETROL,6.1
Tata,NEXON,2020.0,93639,1,DIESEL,9.07
Maruti,Baleno,2016.0,47741,2,PETROL,5.45
Renault,Kwid,2018.0,53600,3,PETROL,3.24
Hyundai,Grand i10,2014.0,96601,2,PETROL,3.28
Hyundai,Grand i10,2016.0,30527,1,PETROL,4.72
Maruti,S Cross,2017.0,113791,2,DIESEL,6.29
Renault,Kwid,2020.0,44904,2,PETROL,3.9
Maruti,Swift,2018.0,97229,1,PETROL,5.19
Datsun,Redi Go,2018.0,45531,1,PETROL,3.38
Hyundai,Grand i10,2017.0,61193,1,DIESEL,5.88
Renault,Kwid,2022.0,6592,1,PETROL,5.62
Maruti,Wagon R 1.0,2017.0,78854,1,CNG,4.03
Hyundai,NEW SANTRO,2022.0,20113,1,PETROL,4.99
Tata,Tiago,2021.0,37301,1,PETROL,5.72
Maruti,Swift,2012.0,74268,1,PETROL,3.98
Maruti,Alto 800,2017.0,74195,1,PETROL,3.19
Mahindra,Bolero,2022.0,11649,1,DIESEL,10.28
Hyundai,i10,2013.0,69263,2,PETROL,3.47
Ford,FREESTYLE,2021.0,9350,1,PETROL,7.39
Hyundai,AURA,2022.0,8584,1,PETROL,8.98
Hyundai,Creta,2018.0,37437,1,PETROL,11.4
Honda,BR-V,2017.0,83623,1,PETROL,7.98
Tata,Tiago,2017.0,110696,1,DIESEL,4.18
Honda,City,2017.0,40502,1,DIESEL,7.82
Maruti,S Cross,2017.0,99331,2,DIESEL,5.77
Hyundai,Grand i10,2015.0,47720,1,PETROL,4.41
Maruti,Swift,2018.0,69176,1,PETROL,6.16
Tata,Hexa,2018.0,77208,1,DIESEL,8.91
Nissan,Micra,2015.0,75961,1,PETROL,3.12
Maruti,Swift,2012.0,24119,1,PETROL,3.14
Honda,WR-V,2018.0,30194,2,PETROL,6.12
Hyundai,i10,2013.0,98297,2,PETROL,2.62
Volkswagen,Polo,2018.0,63221,2,PETROL,5.31
Volkswagen,Polo,2017.0,83286,1,PETROL,5.35
Maruti,Wagon R 1.0,2018.0,35496,1,CNG,4.36
Maruti,Dzire,2019.0,65664,1,PETROL,6.13
Maruti,Baleno,2019.0,105614,1,PETROL,6.56
Hyundai,Verna,2012.0,44784,3,PETROL,4.47
Tata,NEXON,2018.0,61107,2,DIESEL,7.72
Maruti,Wagon R 1.0,2016.0,71761,1,PETROL,4.04
Maruti,Dzire,2017.0,67448,2,PETROL,6.37
Hyundai,GRAND I10 NIOS,2019.0,22401,1,PETROL,6.92
Maruti,IGNIS,2019.0,40066,1,PETROL,5.41
Maruti,XL6,2022.0,10259,1,PETROL,13.96
Toyota,Corolla Altis,2010.0,69278,2,PETROL,2.34
Honda,Civic,2020.0,42457,1,PETROL,17.09
Hyundai,Grand i10,2017.0,66080,1,PETROL,5.15
Datsun,Redi Go,2021.0,12199,1,PETROL,4.15
Maruti,Swift,2017.0,39046,1,PETROL,5.1
Hyundai,Verna,2018.0,47897,1,DIESEL,11.79
Hyundai,NEW SANTRO,2019.0,12713,1,PETROL,4.44
Maruti,Wagon R 1.0,2018.0,41338,2,CNG,4.71
Renault,Duster,2018.0,75114,2,DIESEL,7.05
Maruti,Wagon R 1.0,2017.0,88437,1,PETROL,3.7
Maruti,S PRESSO,2021.0,24447,1,CNG,5.54
Tata,NEXON,2021.0,13767,1,PETROL,11.43
Tata,ALTROZ,2021.0,35172,1,PETROL,6.72
Hyundai,Grand i10,2016.0,71822,2,PETROL,5.35
Maruti,Swift,2018.0,61212,2,DIESEL,6.74
Hyundai,NEW I20,2022.0,17575,1,PETROL,10.42
Toyota,YARIS,2018.0,22528,2,PETROL,7.04
Maruti,S Cross,2020.0,5574,1,PETROL,10.21
Hyundai,Creta,2017.0,63613,1,PETROL,10.17
Maruti,New Wagon-R,2019.0,35732,2,CNG,5.07
Hyundai,Creta,2018.0,38650,1,DIESEL,11.06
Honda,Jazz,2017.0,29558,1,PETROL,5.87
Mahindra,XUV500,2018.0,38130,2,DIESEL,11.56
Hyundai,Eon,2017.0,25039,1,PETROL,2.92
Honda,CRV,2017.0,53014,1,PETROL,11.93
Maruti,Baleno,2016.0,63142,1,PETROL,4.96
Renault,Kwid,2016.0,47471,2,PETROL,3.36
Hyundai,i10,2010.0,91194,3,PETROL,1.74
Maruti,Wagon R 1.0,2018.0,40437,1,CNG,4.28
Hyundai,VENUE,2019.0,88515,1,DIESEL,8.09
Renault,TRIBER,2020.0,89824,1,PETROL,6.3
Nissan,Micra,2018.0,51507,2,PETROL,5.84
Maruti,Baleno,2017.0,77995,1,PETROL,7.53
Maruti,S PRESSO,2021.0,16563,1,PETROL,4.62
Hyundai,i20 Active,2015.0,95852,2,PETROL,5.06
Maruti,Alto 800,2017.0,45385,1,CNG,3.46
Mahindra,KUV 100 NXT,2017.0,68942,2,PETROL,4.36
Maruti,Swift,2015.0,43563,1,PETROL,4.627
Maruti,Swift,2016.0,47771,1,DIESEL,4.28
Hyundai,Grand i10,2015.0,25617,1,PETROL,5.02
Hyundai,Elite i20,2016.0,35690,2,PETROL,5.35
Hyundai,Grand i10,2013.0,84969,2,DIESEL,4.14
Honda,City,2014.0,47361,1,PETROL,5.79
Maruti,Swift,2015.0,52763,1,PETROL,4.98
Toyota,YARIS,2020.0,50574,1,PETROL,8.36
Maruti,Baleno,2018.0,42622,1,DIESEL,5.65
Maruti,Alto 800,2014.0,31933,2,PETROL,2.77
Maruti,Alto K10,2019.0,33197,1,PETROL,3.34
Ford,Ecosport,2017.0,72091,2,PETROL,6.17
Renault,Kwid,2021.0,26755,1,PETROL,5.64
Maruti,Swift Dzire,2012.0,60351,1,PETROL,5.06
Hyundai,Grand i10,2019.0,60019,1,CNG,5.51
Maruti,Ciaz,2016.0,84335,1,DIESEL,5.55
Hyundai,Creta,2017.0,82642,2,DIESEL,10.29
Maruti,New Wagon-R,2019.0,95841,1,CNG,4.92
Maruti,Dzire,2018.0,73636,1,CNG,6.57
Hyundai,Elite i20,2020.0,44394,1,PETROL,6.69
Maruti,Swift,2012.0,29056,1,PETROL,3.38
Hyundai,Grand i10,2019.0,17925,1,PETROL,5.18
Hyundai,Verna,2013.0,45232,1,PETROL,5.56
Maruti,Swift,2015.0,83590,2,PETROL,4.48
Maruti,New Wagon-R,2021.0,32678,2,CNG,6.02
Maruti,Wagon R 1.0,2016.0,51428,1,PETROL,4.21
Volkswagen,Vento,2015.0,55652,1,PETROL,5.21
Tata,Tiago,2017.0,64226,2,PETROL,5.22
Maruti,Alto 800,2018.0,93264,2,PETROL,2.54
Maruti,Alto 800,2017.0,21716,1,PETROL,3.19
Tata,ALTROZ,2021.0,31750,2,PETROL,7.94
Maruti,Baleno,2018.0,17328,2,PETROL,6.45
Hyundai,Elite i20,2014.0,48192,1,PETROL,4.74
Hyundai,Grand i10,2017.0,35617,1,PETROL,5.5
Ford,Ecosport,2018.0,45730,1,DIESEL,7.2
Toyota,Innova,2014.0,85512,2,DIESEL,9.17
Maruti,Vitara Brezza,2022.0,22783,2,PETROL,8.68
Skoda,Rapid,2018.0,34715,2,PETROL,6.1
Maruti,Wagon R 1.0,2014.0,64500,1,CNG,3.49
Renault,Kwid,2022.0,4139,1,PETROL,5.51
Honda,Amaze,2016.0,48185,1,PETROL,5.16
Hyundai,Grand i10,2018.0,38426,1,PETROL,5.66
Maruti,Swift Dzire,2011.0,57508,1,DIESEL,5.0
Maruti,Ciaz,2020.0,95141,1,DIESEL,7.96
Datsun,Go,2016.0,67429,1,PETROL,3.0
Mahindra,XUV500,2015.0,96816,2,DIESEL,7.82
Honda,Amaze,2013.0,104067,1,PETROL,3.52
Volkswagen,Polo,2019.0,31753,2,PETROL,5.41
Honda,City,2014.0,43865,2,DIESEL,7.22
Maruti,Alto K10,2012.0,57050,1,PETROL,2.47
Maruti,Baleno,2017.0,73369,2,PETROL,6.05
Maruti,Baleno,2016.0,65466,1,PETROL,5.17
Maruti,Celerio,2021.0,31605,1,PETROL,4.77
Maruti,Wagon R Stingray,2016.0,87908,1,PETROL,4.26
Maruti,Wagon R 1.0,2016.0,116765,2,PETROL,3.62
Maruti,Wagon R 1.0,2016.0,63881,1,PETROL,3.5
Hyundai,Elite i20,2015.0,50476,1,PETROL,6.73
Maruti,Swift,2015.0,57616,2,PETROL,5.16
Maruti,Alto,2021.0,23748,1,PETROL,4.4
Maruti,Swift,2018.0,64509,1,DIESEL,5.22
Hyundai,i20,2010.0,105007,3,PETROL,2.16
Toyota,Etios Liva,2012.0,106266,2,DIESEL,4.1
Nissan,Micra Active,2018.0,29593,1,PETROL,4.09
Maruti,Ertiga,2018.0,67739,1,DIESEL,9.13
Hyundai,Grand i10,2014.0,36702,1,PETROL,3.93
Maruti,Ertiga,2014.0,73957,1,DIESEL,7.95
Maruti,Alto,2011.0,52435,2,PETROL,2.1
Hyundai,Creta,2017.0,64585,1,PETROL,8.06
Hyundai,Elite i20,2017.0,28830,1,PETROL,5.9
Hyundai,Creta,2016.0,78990,1,DIESEL,7.46
Maruti,Ritz,2011.0,124712,1,DIESEL,3.76
Maruti,Alto K10,2017.0,30446,2,PETROL,3.05
Honda,City,2019.0,99943,2,PETROL,2.05
Hyundai,AURA,2020.0,42009,1,PETROL,6.49
Hyundai,Elite i20,2020.0,49087,1,PETROL,7.62
Hyundai,i10,2011.0,33326,1,PETROL,2.22
Maruti,Celerio,2021.0,61791,1,CNG,5.35
Hyundai,Elite i20,2016.0,48886,1,PETROL,6.19
Maruti,Celerio,2021.0,42662,1,CNG,5.17
Hyundai,i20,2010.0,87845,1,PETROL,2.16
Maruti,Vitara Brezza,2018.0,31247,1,DIESEL,6.98
Skoda,Octavia,2017.0,97370,2,DIESEL,13.13
Maruti,Wagon R 1.0,2016.0,39201,1,PETROL,3.6
Honda,City,2015.0,23358,2,PETROL,6.73
Maruti,Dzire,2020.0,113077,1,PETROL,7.19
Maruti,New Wagon-R,2021.0,60266,1,CNG,5.99
Maruti,Swift Dzire,2012.0,88521,1,PETROL,5.56
Maruti,Swift,2015.0,62617,1,PETROL,3.67
Maruti,Alto 800,2019.0,37817,1,PETROL,3.26
Maruti,IGNIS,2020.0,20764,1,PETROL,5.04
Nissan,MAGNITE,2021.0,52141,1,PETROL,7.59
Maruti,Baleno,2019.0,35545,1,PETROL,7.72
Honda,Jazz,2016.0,43371,1,PETROL,5.19
Maruti,Ciaz,2016.0,64162,1,PETROL,5.05
Tata,Tiago,2017.0,69734,1,PETROL,4.54
Hyundai,Grand i10,2016.0,26923,1,PETROL,5.22
Maruti,Wagon R 1.0,2014.0,68015,1,PETROL,3.3
Hyundai,NEW I20,2020.0,18568,1,PETROL,8.56
Maruti,Wagon R 1.0,2014.0,70510,1,PETROL,3.39
Tata,NEXON,2019.0,77243,1,PETROL,9.42
Hyundai,GRAND I10 NIOS,2021.0,82169,1,CNG,6.45
Honda,Brio,2016.0,34456,1,PETROL,3.66
Hyundai,Elite i20,2017.0,83608,1,PETROL,5.56
Hyundai,Verna,2016.0,65099,2,PETROL,5.32
Hyundai,NEW I20,2021.0,16659,1,PETROL,7.85
Volkswagen,Polo,2012.0,62968,1,PETROL,2.83
Maruti,Swift,2021.0,7159,1,PETROL,5.99
Maruti,Swift Dzire,2013.0,92951,1,DIESEL,7.0
Hyundai,NEW I20,2021.0,35529,1,PETROL,7.97
Honda,Amaze,2015.0,104289,1,PETROL,3.94
Hyundai,i10,2014.0,62815,2,PETROL,2.83
Honda,City,2015.0,51819,1,PETROL,7.95
Honda,Amaze,2015.0,66149,1,PETROL,7.48
Hyundai,Creta,2015.0,65655,1,PETROL,7.73
Hyundai,Xcent,2014.0,77696,1,PETROL,5.85
Maruti,Ciaz,2018.0,65759,1,PETROL,9.5965
Maruti,Alto K10,2013.0,62437,2,PETROL,2.39
Maruti,Ertiga,2013.0,112343,1,PETROL,5.93
Maruti,Ritz,2011.0,57364,2,PETROL,3.2
Maruti,Ritz,2011.0,84623,1,PETROL,3.27
Honda,City,2014.0,102566,2,PETROL,3.56
Renault,Kwid,2021.0,20733,1,PETROL,4.92
Maruti,Baleno,2020.0,54743,1,PETROL,6.03
Renault,Kwid,2021.0,20531,1,PETROL,4.7
Hyundai,Grand i10,2015.0,92736,1,PETROL,4.73
Hyundai,Grand i10,2014.0,46473,1,PETROL,4.27
Hyundai,Grand i10,2016.0,35251,2,PETROL,5.49
Ford,Ecosport,2016.0,74717,1,PETROL,5.22
Maruti,Swift,2014.0,46247,2,PETROL,3.43
Hyundai,Grand i10,2017.0,22025,2,PETROL,5.56
Hyundai,Grand i10,2016.0,63976,1,PETROL,4.39
Maruti,Dzire,2020.0,87904,1,PETROL,7.06
Maruti,Alto,2019.0,19070,1,PETROL,3.59
Hyundai,Eon,2012.0,59377,1,PETROL,2.58
Hyundai,Elite i20,2016.0,49994,1,PETROL,5.61
Maruti,Celerio,2016.0,64247,1,PETROL,4.16
Maruti,Vitara Brezza,2018.0,55927,1,DIESEL,9.6
Renault,TRIBER,2019.0,57406,1,PETROL,5.23
Hyundai,Elite i20,2017.0,30534,1,PETROL,6.9
Maruti,Alto,2011.0,41014,1,PETROL,2.3
Maruti,Wagon R 1.0,2018.0,25425,1,PETROL,4.01
Maruti,Swift,2010.0,96216,2,PETROL,1.89
Hyundai,Grand i10,2018.0,50688,1,PETROL,4.7
Renault,Kwid,2019.0,52231,1,PETROL,4.5
Renault,Kwid,2017.0,53128,1,PETROL,3.88
Hyundai,Santro Xing,2011.0,46496,2,PETROL,2.58
Maruti,Celerio,2020.0,32760,2,PETROL,4.67
Maruti,Wagon R 1.0,2012.0,87108,1,CNG,2.52
Hyundai,Elite i20,2016.0,57459,1,PETROL,6.58
Hyundai,GRAND I10 NIOS,2020.0,10335,1,PETROL,7.6
Honda,City,2013.0,49586,2,PETROL,5.35
Maruti,Baleno,2016.0,43929,1,PETROL,5.13
Maruti,New Wagon-R,2022.0,4777,1,PETROL,7.17
Volkswagen,Polo,2016.0,89240,1,PETROL,4.39
Renault,Kwid,2021.0,17585,1,PETROL,4.85
Ford,Ecosport,2016.0,18965,1,PETROL,7.77
Maruti,Ertiga,2012.0,100479,3,DIESEL,5.79
Mahindra,XUV 3OO,2019.0,54443,1,DIESEL,8.6
Maruti,Celerio,2015.0,34665,2,PETROL,3.07
Maruti,Baleno,2016.0,51976,1,PETROL,5.58
Maruti,Wagon R 1.0,2018.0,71723,1,CNG,4.46
Honda,City,2019.0,78332,1,DIESEL,6.18
Hyundai,Elite i20,2017.0,48063,1,PETROL,5.63
Hyundai,Elite i20,2014.0,39175,1,PETROL,5.05
Hyundai,Elite i20,2018.0,65441,1,CNG,5.79
Honda,City,2017.0,96097,2,DIESEL,6.11
Maruti,New Wagon-R,2019.0,53481,1,CNG,5.33
Maruti,Ertiga,2016.0,93648,2,CNG,7.23
Hyundai,Grand i10,2019.0,46622,2,PETROL,5.01
Ford,Ecosport,2018.0,80250,1,PETROL,6.99
Hyundai,Xcent,2014.0,8767,1,PETROL,9.9
Maruti,Celerio,2016.0,41464,1,PETROL,5.2
Maruti,Wagon R 1.0,2013.0,97378,2,CNG,2.85
Maruti,New Wagon-R,2020.0,66625,1,PETROL,6.08
Maruti,New Wagon-R,2019.0,29548,1,PETROL,5.38
Datsun,Redi Go,2018.0,27522,2,PETROL,2.54
Maruti,S PRESSO,2020.0,10662,1,PETROL,4.42
Volkswagen,Ameo,2019.0,58698,1,PETROL,7.25
Renault,TRIBER,2022.0,2648,1,PETROL,8.06
Honda,WR-V,2017.0,102483,1,DIESEL,7.447
Mahindra,KUV 100 NXT,2018.0,61528,2,PETROL,3.82
Maruti,Ciaz,2018.0,39832,2,PETROL,8.13
Maruti,Swift,2019.0,56907,1,PETROL,5.7
Maruti,IGNIS,2017.0,70693,2,PETROL,4.32
Maruti,Celerio,2017.0,34665,2,PETROL,4.51
Hyundai,i10,2012.0,82143,2,PETROL,3.49
Toyota,Etios Liva,2013.0,106211,2,DIESEL,3.08
Hyundai,VENUE,2022.0,6743,1,PETROL,12.31
Maruti,Ciaz,2018.0,45297,1,PETROL,4.22
Maruti,Alto 800,2015.0,39615,1,PETROL,2.57
Honda,City,2012.0,51764,2,PETROL,3.95
Maruti,Dzire,2018.0,20381,1,PETROL,3.87
Tata,ALTROZ,2021.0,15926,1,PETROL,8.84
Hyundai,Grand i10,2015.0,71661,1,PETROL,4.49
Maruti,Wagon R 1.0,2018.0,44296,2,CNG,4.31
Hyundai,NEW SANTRO,2018.0,65607,1,PETROL,4.81
Maruti,Alto 800,2014.0,56722,1,PETROL,2.51
Maruti,Celerio,2020.0,53570,1,PETROL,4.21
Hyundai,Elite i20,2019.0,72801,1,PETROL,6.13
Honda,Amaze,2016.0,32582,1,PETROL,5.35
Maruti,Alto K10,2017.0,34853,1,PETROL,3.52
Hyundai,i10,2010.0,83894,2,PETROL,2.79
Hyundai,Creta,2016.0,80719,1,PETROL,8.45
Volkswagen,TIGUAN,2019.0,52993,1,DIESEL,19.07
Hyundai,i10,2010.0,48667,2,PETROL,2.7
Hyundai,Santro Xing,2014.0,77426,1,PETROL,2.95
Hyundai,i10,2015.0,60638,2,PETROL,3.85
Toyota,Glanza,2019.0,63600,1,PETROL,8.19
Nissan,Micra Active,2017.0,44639,2,PETROL,3.13
Ford,Ecosport,2017.0,51665,1,DIESEL,6.25
Maruti,Wagon R 1.0,2014.0,33230,1,PETROL,3.66
Maruti,Swift,2018.0,56410,1,PETROL,7.02
Maruti,Ertiga,2016.0,97166,1,DIESEL,7.41
Hyundai,Santro Xing,2011.0,94852,1,PETROL,1.5
Honda,Jazz,2017.0,69054,1,PETROL,6.75
Maruti,Alto,2021.0,26771,1,CNG,4.14
Maruti,Wagon R 1.0,2014.0,80360,1,CNG,2.95
Renault,Duster,2016.0,54475,1,DIESEL,4.97
Honda,Amaze,2017.0,54561,2,PETROL,8.22
Hyundai,Creta,2016.0,71521,1,PETROL,6.77
Honda,Brio,2012.0,53300,2,PETROL,2.64
Maruti,S PRESSO,2021.0,7273,1,PETROL,4.8
Datsun,Go,2017.0,50602,1,PETROL,3.1
Hyundai,VENUE,2021.0,45930,1,PETROL,9.29
Hyundai,Elite i20,2017.0,48285,1,PETROL,7.06
Tata,TIGOR,2019.0,16633,1,PETROL,8.388
Maruti,Alto K10,2018.0,92090,1,PETROL,3.11
Maruti,IGNIS,2017.0,30125,2,PETROL,4.48
Hyundai,Verna,2018.0,15504,1,PETROL,7.9
Datsun,Redi Go,2019.0,21541,1,PETROL,3.22
Maruti,IGNIS,2019.0,39504,2,PETROL,5.89
Maruti,Alto K10,2012.0,30029,1,PETROL,2.0165
Maruti,Dzire,2017.0,42231,1,PETROL,9.09
Toyota,Etios,2011.0,76969,1,PETROL,2.65
Datsun,Redi Go,2016.0,31663,2,PETROL,2.53
Hyundai,i20,2013.0,77289,1,PETROL,4.16
Maruti,Swift,2015.0,78110,1,PETROL,4.64
Maruti,Wagon R 1.0,2014.0,78125,1,PETROL,2.58
Hyundai,Xcent,2018.0,8828,1,PETROL,8.9225
Maruti,Baleno,2019.0,53360,1,PETROL,5.84
Maruti,Alto 800,2017.0,83251,1,PETROL,3.14
Hyundai,GRAND I10 NIOS,2020.0,29765,2,PETROL,6.92
Renault,Kiger,2021.0,16082,1,PETROL,10.03
Hyundai,Creta,2018.0,80448,1,DIESEL,11.33
Maruti,Baleno,2021.0,22474,1,PETROL,8.4
Renault,Kwid,2018.0,88437,1,PETROL,3.37
Maruti,Alto K10,2015.0,110874,1,PETROL,2.39
Maruti,S PRESSO,2019.0,55685,2,PETROL,3.66
Renault,Duster,2017.0,49576,2,PETROL,7.35
Maruti,Ciaz,2021.0,57566,1,PETROL,3.55
Tata,Tiago,2019.0,122381,1,CNG,4.2
Toyota,Corolla Altis,2017.0,49543,1,PETROL,9.82
Maruti,Swift,2019.0,63772,1,PETROL,5.23
Maruti,Alto 800,2018.0,41226,2,PETROL,3.13
Maruti,Vitara Brezza,2019.0,45144,1,DIESEL,8.5
Honda,Jazz,2016.0,68927,1,PETROL,5.66
Maruti,Swift,2015.0,53338,1,PETROL,4.58
Honda,Brio,2013.0,50574,1,PETROL,2.71
Maruti,Celerio,2018.0,44110,2,CNG,5.3
Maruti,Vitara Brezza,2018.0,81601,1,DIESEL,7.13
Hyundai,i10,2010.0,72351,2,PETROL,2.35
Maruti,Alto 800,2015.0,32914,1,PETROL,2.55
Hyundai,Grand i10,2015.0,60691,2,PETROL,5.11
Hyundai,Verna,2016.0,111238,1,PETROL,4.18
Tata,NEXON,2018.0,95268,1,DIESEL,6.92
Maruti,Wagon R 1.0,2017.0,55827,1,PETROL,3.51
Maruti,Dzire,2018.0,51149,1,PETROL,4.99
Maruti,Swift,2017.0,79697,1,PETROL,4.2
Hyundai,Creta,2017.0,99215,1,DIESEL,11.54
Maruti,Ertiga,2019.0,34867,1,PETROL,9.34
Skoda,Rapid,2015.0,93424,2,DIESEL,5.33
Maruti,Dzire,2017.0,7245,1,PETROL,6.84
Hyundai,NEW SANTRO,2019.0,17303,2,PETROL,4.75
Volkswagen,Polo,2018.0,27132,1,PETROL,6.12
Datsun,Redi Go,2020.0,17587,1,PETROL,3.87
Maruti,Baleno,2017.0,38964,1,PETROL,6.16
Maruti,Swift,2015.0,54680,1,DIESEL,7.26
Hyundai,Creta,2016.0,93104,1,PETROL,10.11
Hyundai,Creta,2018.0,26597,2,PETROL,8.65
Maruti,Baleno,2018.0,57720,2,PETROL,5.75
Maruti,Celerio,2021.0,57940,1,CNG,4.93
Tata,Tiago,2020.0,38602,1,PETROL,5.83
Maruti,Alto,2020.0,28952,1,PETROL,3.54
Hyundai,Elite i20,2015.0,90327,1,DIESEL,5.47
Maruti,Alto K10,2014.0,46041,1,PETROL,2.71
Maruti,Swift,2016.0,93785,1,PETROL,5.95
Hyundai,Elite i20,2019.0,9169,2,PETROL,6.09
Honda,Jazz,2017.0,100102,1,PETROL,3.99
Maruti,Swift,2012.0,113179,1,PETROL,2.9
Toyota,Etios,2011.0,46849,1,PETROL,2.87
Maruti,Alto,2022.0,9764,1,PETROL,3.85
Maruti,Alto,2019.0,70106,2,PETROL,3.16
Maruti,Baleno,2016.0,105224,2,PETROL,6.36
Hyundai,VENUE,2020.0,22814,2,PETROL,9.27
Honda,City,2020.0,49189,1,PETROL,4.92
Maruti,Dzire,2020.0,58817,2,PETROL,7.14
Maruti,Celerio,2015.0,62728,1,PETROL,4.83
Maruti,Celerio,2015.0,37160,1,PETROL,3.61
Hyundai,AURA,2021.0,3525,1,PETROL,6.85
Maruti,Swift,2019.0,10519,1,PETROL,5.71
Hyundai,Creta,2016.0,75598,2,PETROL,9.39
Hyundai,Elite i20,2017.0,49229,1,PETROL,6.63
